suicide-class,TTR (typ/tok ratio),typ/time,tok/time,1P/typ,1P/tok,1P/time,1PS/typ,1PS/tok,1PS/time,(1PS+.01)/(1PP+.01),2-3P/typ,2-3P/tok,2-3P/time,1P to 2-3P:(1P+.01)/(2-3P+.01),LN(1P to 2-3P): ln[(1P+.01)/(2-3P+.01)],1PS to 2-3P:(1PS+.01)/(2-3P+.01),LN(1PS to 2-3P): ln[(1PS+.01)/(2-3P+.01)],1PS to All Other Pronouns:(1PS+.01)/(2-3P+1PP+.01),LN(1PS to All Other Pronouns): LN[(1PS+.01)/(2-3P+1PP+.01)],passive/tok,passive/typ,passive/time,(“I” + mental-verb)/tok,(“I” + mental-verb)/typ,(“I” + mental-verb)/time,neg/tok,neg/typ,neg/time,neut/tok,neut/typ,neut/time,pos/tok,pos/typ,pos/time,(neg+.01)/(pos+.01),ln[(neg+.01)/(pos+.01)],neg/polar,pos/polar,sensual/tok,sensual/typ,sensual/time,(sensual+.01)/(pos+.01),ln[(sensual+.01)/(pos+.01)],(sensual+.01)/(neg+.01),ln[(sensual+.01)/(neg+.01)],actionVerb/tok,actionVerb/typ,actionVerb/time,concreteNoun/tok,concreteNoun/typ,concreteNoun/time,death/tok,death/typ,death/time,drug/tok,drug/typ,drug/time,love/tok,love/typ,love/time,depression/tok,depression/typ,depression/time,total polar value,average polar value,diff between sums across all n-grams,% suicide 1-grams,% suicide 2-grams,% suicide 3-grams,% suicide 4-grams,% suicide 5-grams,% suicide 6-grams,% non-suicide 1-grams,% non-suicide 2-grams,% non-suicide 3-grams,% non-suicide 4-grams,% non-suicide 5-grams,% non-suicide 6-grams,diff for 1-gram %s,diff for 2-gram %s,diff for 3-gram %s,diff for 4-gram %s,diff for 5-gram %s,diff for 6-gram %s,average for all suicide n-gram %s,average for all non-suicide n-gram %s,diff between n-gram % averages,verb/token,adj/token,noun/token,pronoun/token,adv/token,adv_particle/token,conj_coord/token,prep_or_conj_subord/token,numeral/token,det/token,there_existential/token,verb/(adj+.01),verb/(adv+.01),verb/(noun+.01),verb/(pronoun+.01),adj/(noun+.01),adj/(pronoun+.01),adj/(adv+.01),noun/(pronoun+.01),noun/(adv+.01),adv/(pronoun+.01),conj_coord/(prep_or_conj_subord+.01)
non-suicide,0.3701923077,0.264604811,0.7147766323,0.5844155844,0.2163461538,0.1546391753,0.4805194805,0.1778846154,0.1271477663,4.620474407,0.1558441558,0.0576923077,0.0412371134,3.7477102415,1.3211450512,3.0815986678,1.1254485103,1.8495752124,0.6149559978,0.0192307692,0.0519480519,0.0137457045,0.0480769231,0.1298701299,0.0343642612,0.0817307692,0.2207792208,0.058419244,0.0769230769,0.2077922078,0.0549828179,0.0673076923,0.1818181818,0.0481099656,1.2141327623,0.1940300461,0.5483870968,0.4516129032,0.0432692308,0.1168831169,0.0309278351,0.6431120628,-0.4414362887,0.5296884186,-0.6354663348,0.0048076923,0.012987013,0.0034364261,0.2115384615,0.5714285714,0.1512027491,0.0048076923,0.012987013,0.0034364261,0.0144230769,0.038961039,0.0103092784,0.0528846154,0.1428571429,0.0378006873,0.0432692308,0.1168831169,0.0309278351,1,0.1,0.083481038,0.0394736842,0.0714285714,0.0424242424,0.0114942529,0,0,0.0131578947,0.05,0.0181818182,0,0,0,0.0263157895,0.0214285714,0.0242424242,0.0114942529,0,0,0.0274701252,0.0135566188,0.0139135063,0.2277992278,0.0231660232,0.0694980695,0.2664092664,0.1003861004,0,0.0154440154,0.0463320463,0,0.027027027,0,9.8169717138,2.2683583237,3.2759578012,0.8549485582,0.333148251,0.0869439212,0.2306805075,0.2608317635,0.6920415225,0.3767569917,0.3330557868
non-suicide,0.4867924528,0.5608695652,1.152173913,0.1550387597,0.0754716981,0.0869565217,0.1395348837,0.0679245283,0.0782608696,8.960199005,0.1550387597,0.0754716981,0.0869565217,1,0,0.900049975,-0.1053049894,0.8182644253,-0.2005697364,0,0,0,0.0113207547,0.023255814,0.0130434783,0.0905660377,0.1860465116,0.1043478261,0.0490566038,0.1007751938,0.0565217391,0.0641509434,0.1317829457,0.0739130435,1.4115226337,0.3446690038,0.5853658537,0.4146341463,0.0113207547,0.023255814,0.0130434783,0.1769547325,-1.7318613276,0.1253644315,-2.0765303315,0,0,0,0.1245283019,0.2558139535,0.1434782609,0.0264150943,0.0542635659,0.0304347826,0.0150943396,0.0310077519,0.0173913043,0.0754716981,0.1550387597,0.0869565217,0.041509434,0.0852713178,0.047826087,-15,-0.8333333333,-0.008333179,0.0423728814,0.04,0.0204918033,0,0,0,0.0254237288,0.0488888889,0.0368852459,0,0,0,0.0169491525,-0.0088888889,-0.0163934426,0,0,0,0.0171441141,0.0185329773,-0.0013888632,0.2164948454,0.0309278351,0.1615120275,0.147766323,0.0721649485,0.0034364261,0.0378006873,0.0927835052,0.0068728522,0.0824742268,0.0034364261,6.9922308546,2.9985721085,1.3401403957,1.4647756336,0.191448628,0.2092536619,0.4283674441,1.0927691235,2.2370299857,0.4882585445,0.4072565716
non-suicide,0.4622641509,0.3873517787,0.837944664,0.2448979592,0.1132075472,0.0948616601,0.0408163265,0.0188679245,0.0158102767,0.2003998001,0.2448979592,0.1132075472,0.0948616601,1,0,0.1670137443,-1.7896791689,0.0911156555,-2.3956256395,0,0,0,0,0,0,0.108490566,0.2346938776,0.0909090909,0.1509433962,0.3265306122,0.1264822134,0.141509434,0.306122449,0.1185770751,0.7667444185,-0.2656017554,0.4339622642,0.5660377358,0.070754717,0.1530612245,0.0592885375,0.5001666111,-0.6928140138,0.6523250761,-0.4272122584,0,0,0,0.1320754717,0.2857142857,0.1106719368,0.0283018868,0.0612244898,0.023715415,0.0047169811,0.0102040816,0.0039525692,0.0424528302,0.0918367347,0.0355731225,0.0471698113,0.1020408163,0.0395256917,-6,-0.5454545455,0.0366751677,0.0306122449,0.0591397849,0.0288461538,0,0,0,0.0306122449,0.0322580645,0.0144230769,0.0046296296,0,0,0,0.0268817204,0.0144230769,-0.0046296296,0,0,0.0197663639,0.013653836,0.006112528,0.2440944882,0.0157480315,0.125984252,0.1929133858,0.0984251969,0,0.031496063,0.0551181102,0,0.0433070866,0.0078740157,15.4613466334,2.4790083966,1.9368947204,1.2650479494,0.1249609497,0.0816159967,0.1599360256,0.6529279739,1.2794882047,0.5100999796,0.5710206995
non-suicide,0.4785276074,0.3577981651,0.747706422,0.1282051282,0.0613496933,0.0458715596,0.0128205128,0.0061349693,0.004587156,0.1120976693,0.3205128205,0.1533742331,0.1146788991,0.400239904,-0.9156911516,0.0403838465,-3.209325414,0.0296971479,-3.5167042682,0,0,0,0,0,0,0.0858895706,0.1794871795,0.0642201835,0.0981595092,0.2051282051,0.0733944954,0.0920245399,0.1923076923,0.0688073394,0.9333777482,-0.0689452853,0.4827586207,0.5172413793,0.0245398773,0.0512820513,0.0183486239,0.2671552298,-1.3199254043,0.2862241256,-1.250980119,0.0122699387,0.0256410256,0.0091743119,0.0490797546,0.1025641026,0.0366972477,0.0490797546,0.1025641026,0.0366972477,0.0122699387,0.0256410256,0.0091743119,0.0429447853,0.0897435897,0.0321100917,0.0429447853,0.0897435897,0.0321100917,-13,-1.8571428571,-0.0707070707,0.0555555556,0.0151515152,0.0135135135,0,0,0,0.0277777778,0.1136363636,0.0135135135,0,0,0,0.0277777778,-0.0984848485,0,0,0,0,0.014036764,0.0258212758,-0.0117845118,0.2254901961,0.0098039216,0.1666666667,0.1764705882,0.0784313725,0.0098039216,0.0245098039,0.0147058824,0,0.0539215686,0,22.8855721393,2.8732042474,1.3525433696,1.2774229381,0.0588062335,0.0555401277,0.1249219238,0.9441821716,2.1236727046,0.4443210219,1.6611295681
non-suicide,0.4663212435,0.3629032258,0.7782258065,0.3222222222,0.1502590674,0.1169354839,0.3222222222,0.1502590674,0.1169354839,2901,0.1555555556,0.0725388601,0.0564516129,2.0706638116,0.7278692378,2.0706638116,0.7278692378,2.0706638116,0.7278692378,0.0051813472,0.0111111111,0.0040322581,0.0518134715,0.1111111111,0.0403225806,0.1398963731,0.3,0.1088709677,0.0414507772,0.0888888889,0.0322580645,0.0880829016,0.1888888889,0.0685483871,1.5878894768,0.4624057614,0.6136363636,0.3863636364,0.0414507772,0.0888888889,0.0322580645,0.4708994709,-0.7531106453,0.2965568308,-1.2155164067,0,0,0,0.1398963731,0.3,0.1088709677,0.0259067358,0.0555555556,0.0201612903,0.0310880829,0.0666666667,0.0241935484,0.0777202073,0.1666666667,0.060483871,0.1398963731,0.3,0.1088709677,-2,-0.1538461538,0.0248836349,0.0352941176,0.0628930818,0.0523255814,0.0055248619,0,0,0.0588235294,0.0377358491,0.0290697674,0.0055248619,0,0,-0.0235294118,0.0251572327,0.023255814,0,0,0,0.0260062738,0.0218590013,0.0041472725,0.2391304348,0.0434782609,0.1043478261,0.2,0.0565217391,0.052173913,0.0130434783,0.0434782609,0,0.0434782609,0,5.4945054945,4.2275172944,2.2907122033,1.195392306,0.4164931279,0.2173440556,0.7686395081,0.5216257335,1.8447348194,0.2825472723,0.2997002997
non-suicide,0.3861111111,0.6043478261,1.5652173913,0.1870503597,0.0722222222,0.1130434783,0.0503597122,0.0194444444,0.0304347826,0.3687532877,0.2589928058,0.1,0.1565217391,0.7222993613,-0.3253155982,0.1946681477,-1.6364589766,0.1274313761,-2.0601772858,0.0055555556,0.0143884892,0.0086956522,0,0,0,0.1083333333,0.2805755396,0.1695652174,0.0666666667,0.1726618705,0.1043478261,0.1333333333,0.345323741,0.2086956522,0.8125390544,-0.207591299,0.4482758621,0.5517241379,0.0611111111,0.1582733813,0.0956521739,0.4584461571,-0.779912427,0.564214304,-0.572321128,0,0,0,0.125,0.3237410072,0.1956521739,0.025,0.0647482014,0.0391304348,0.0083333333,0.0215827338,0.0130434783,0.0472222222,0.1223021583,0.0739130435,0.0194444444,0.0503597122,0.0304347826,7,0.3043478261,0.030393998,0.0236220472,0.0498084291,0.0446735395,0.0168350168,0,0,0.0236220472,0.0536398467,0.0171821306,0.0101010101,0,0,0,-0.0038314176,0.0274914089,0.0067340067,0,0,0.0224898388,0.0174241724,0.0050656663,0.2378640777,0.036407767,0.1432038835,0.145631068,0.104368932,0,0.0388349515,0.0558252427,0,0.0606796117,0,6.5289806796,2.2785398745,1.6607354686,1.6330611565,0.2541942044,0.2499583403,0.3487561032,0.9831694718,1.3717740061,0.7165472421,0.6953498479
non-suicide,0.4469026549,0.4072580645,0.9112903226,0.099009901,0.0442477876,0.0403225806,0.0198019802,0.0088495575,0.0080645161,0.2509363296,0.2475247525,0.110619469,0.1008064516,0.400239904,-0.9156911516,0.0803678529,-2.5211410228,0.0608906392,-2.7986758238,0.0088495575,0.0198019802,0.0080645161,0,0,0,0.1194690265,0.2673267327,0.1088709677,0.0752212389,0.1683168317,0.0685483871,0.0840707965,0.1881188119,0.0766129032,1.4208311415,0.3512420113,0.5869565217,0.4130434783,0.0486725664,0.1089108911,0.0443548387,0.5791688585,-0.5461612058,0.4076268049,-0.8974032171,0.017699115,0.0396039604,0.0161290323,0.0530973451,0.1188118812,0.0483870968,0.0353982301,0.0792079208,0.0322580645,0.017699115,0.0396039604,0.0161290323,0.0796460177,0.1782178218,0.0725806452,0.0265486726,0.0594059406,0.0241935484,-4,-0.4444444444,-0.1074917115,0.03125,0.0386740331,0.0099502488,0,0,0,0.03125,0.0883977901,0.039800995,0.0142180095,0.0091743119,0.0045248869,0,-0.0497237569,-0.0298507463,-0.0142180095,-0.0091743119,-0.0045248869,0.0133123803,0.0312276656,-0.0179152852,0.2209737828,0.0449438202,0.1647940075,0.138576779,0.0337078652,0.0037453184,0.0112359551,0.0823970037,0,0.0898876404,0.0112359551,4.912572856,6.5482796892,1.3406044081,1.5941637395,0.2726653033,0.3242366928,1.3318534961,1.1888678736,4.8834628191,0.2431775196,0.1363016811
non-suicide,0.4457831325,0.1267123288,0.2842465753,0.1081081081,0.0481927711,0.0136986301,0,0,0,0.0024937656,0.4054054054,0.1807228916,0.051369863,0.2671552298,-1.3199254043,0.0006662225,-7.3138868316,0.0005260389,-7.5501353425,0,0,0,0,0,0,0.1084337349,0.2432432432,0.0308219178,0.0602409639,0.1351351351,0.0171232877,0.156626506,0.3513513514,0.0445205479,0.6925441968,-0.3673832209,0.4090909091,0.5909090909,0.0361445783,0.0810810811,0.0102739726,0.2313604919,-1.4637782138,0.3340732519,-1.0963949929,0,0,0,0.0843373494,0.1891891892,0.0239726027,0.0481927711,0.1081081081,0.0136986301,0.0120481928,0.027027027,0.0034246575,0.0120481928,0.027027027,0.0034246575,0,0,0,12,1.3333333333,0.0692982456,0.0263157895,0.0526315789,0.0166666667,0,0,0,0.0263157895,0,0,0,0,0,0,0.0526315789,0.0166666667,0,0,0,0.0159356725,0.0043859649,0.0115497076,0.1293103448,0.025862069,0.1896551724,0.1637931034,0.1034482759,0,0,0.0517241379,0,0.0431034483,0,4.9833887043,1.2489592007,0.6815084053,0.7890583903,0.1363016811,0.1578116781,0.2497918401,1.1572856391,1.8318068276,0.6312467123,0
non-suicide,0.5299145299,0.3147208122,0.5939086294,0.1451612903,0.0769230769,0.0456852792,0.1451612903,0.0769230769,0.0456852792,901,0.2580645161,0.1367521368,0.0812182741,0.5627732667,-0.5748784554,0.5627732667,-0.5748784554,0.5627732667,-0.5748784554,0,0,0,0.0085470085,0.0161290323,0.0050761421,0.094017094,0.1774193548,0.0558375635,0.1025641026,0.1935483871,0.0609137056,0.1623931624,0.3064516129,0.0964467005,0.5791688585,-0.5461612058,0.3666666667,0.6333333333,0.0341880342,0.064516129,0.0203045685,0.2109416097,-1.5561739152,0.3642143506,-1.0100127094,0.0085470085,0.0161290323,0.0050761421,0.188034188,0.3548387097,0.1116751269,0.0341880342,0.064516129,0.0203045685,0,0,0,0.0512820513,0.0967741935,0.0304568528,0.0341880342,0.064516129,0.0203045685,7,0.5833333333,0.0827452653,0.0508474576,0.0606060606,0.0377358491,0,0,0,0.0169491525,0.0404040404,0,0.0090909091,0,0,0.0338983051,0.0202020202,0.0377358491,-0.0090909091,0,0,0.0248648945,0.011074017,0.0137908775,0.2253521127,0.0281690141,0.2042253521,0.176056338,0.0492957746,0.0070422535,0,0.0845070423,0,0.0563380282,0,7.9800498753,4.5649072753,1.1030679076,1.2794882047,0.1378834885,0.1599360256,0.5706134094,1.1595361855,4.1369472183,0.2798880448,0
non-suicide,0.4819277108,0.3755868545,0.779342723,0.0875,0.0421686747,0.0328638498,0.0625,0.0301204819,0.0234741784,2.4925373134,0.2875,0.1385542169,0.1079812207,0.3046501521,-1.188591203,0.2177314211,-1.524492989,0.2003198721,-1.6078398298,0.0120481928,0.025,0.0093896714,0,0,0,0.078313253,0.1625,0.0610328638,0.0903614458,0.1875,0.0704225352,0.1144578313,0.2375,0.0892018779,0.6843766439,-0.379246864,0.40625,0.59375,0.0240963855,0.05,0.0187793427,0.2109416097,-1.5561739152,0.3082244427,-1.1769270512,0,0,0,0.1385542169,0.2875,0.1079812207,0.0301204819,0.0625,0.0234741784,0.0060240964,0.0125,0.0046948357,0.0481927711,0.1,0.0375586854,0.0542168675,0.1125,0.0422535211,3,0.6,0.0660808374,0.0266666667,0.0699300699,0.0628930818,0.0060606061,0,0,0.0533333333,0.020979021,0.0251572327,0,0,0,-0.0266666667,0.048951049,0.0377358491,0.0060606061,0,0,0.0275917374,0.0165782645,0.0110134729,0.2135416667,0.0729166667,0.1197916667,0.15625,0.03125,0.0104166667,0.03125,0.1041666667,0,0.1145833333,0,2.9264810849,6.8219633943,1.7818339852,1.3662112629,0.6084311169,0.4665111629,2.3294509151,0.7664111963,3.8269550749,0.1999333555,0.299850075
non-suicide,0.4267515924,0.3582887701,0.8395721925,0.2537313433,0.1082802548,0.0909090909,0.052238806,0.0222929936,0.0187165775,0.2595335061,0.1194029851,0.050955414,0.0427807487,2.1242973142,0.753441072,0.4378513429,-0.825875826,0.1629853522,-1.8140949457,0.0031847134,0.0074626866,0.0026737968,0.0127388535,0.0298507463,0.0106951872,0.1337579618,0.3134328358,0.1122994652,0.1082802548,0.2537313433,0.0909090909,0.1464968153,0.3432835821,0.1229946524,0.9130623777,-0.090951079,0.4772727273,0.5227272727,0.0445859873,0.1044776119,0.0374331551,0.304499022,-1.1890874038,0.3334920257,-1.0981363248,0.0063694268,0.0149253731,0.0053475936,0.1433121019,0.3358208955,0.1203208556,0.0286624204,0.0671641791,0.0240641711,0,0,0,0.0477707006,0.1119402985,0.0401069519,0.0318471338,0.0746268657,0.0267379679,-2,-0.0869565217,0.0270920437,0.0256410256,0.0281124498,0.0511945392,0.0098684211,0,0,0.0170940171,0.0401606426,0.023890785,0.0065789474,0,0,0.0085470085,-0.0120481928,0.0273037543,0.0032894737,0,0,0.0191360726,0.014620732,0.0045153406,0.2305555556,0.0138888889,0.1166666667,0.1361111111,0.0805555556,0.0055555556,0.0722222222,0.1027777778,0.0027777778,0.075,0,16.5668662675,2.8610823854,1.9757200667,1.6935319323,0.1190192811,0.1020199959,0.1723543606,0.8569679657,1.4477766288,0.5917159763,0.7025128344
non-suicide,0.3471502591,0.2036474164,0.5866261398,0.2835820896,0.0984455959,0.0577507599,0.2835820896,0.0984455959,0.0577507599,1901,0.3582089552,0.1243523316,0.0729483283,0.7917534361,-0.2335052537,0.7917534361,-0.2335052537,0.7917534361,-0.2335052537,0,0,0,0.0051813472,0.0149253731,0.0030395137,0.1295336788,0.3731343284,0.0759878419,0.0777202073,0.223880597,0.0455927052,0.1347150259,0.3880597015,0.0790273556,0.9615532488,-0.0392053346,0.4901960784,0.5098039216,0.0310880829,0.0895522388,0.0182370821,0.231064975,-1.4650563309,0.2403038784,-1.4258509963,0,0,0,0.103626943,0.2985074627,0.0607902736,0.067357513,0.1940298507,0.0395136778,0.0155440415,0.0447761194,0.009118541,0.0880829016,0.2537313433,0.0516717325,0.0155440415,0.0447761194,0.009118541,-4,-0.1666666667,-0.0182834724,0.0757575758,0.0428571429,0.0233918129,0.0209424084,0,0,0.0909090909,0.05,0.0350877193,0.0052356021,0,0,-0.0151515152,-0.0071428571,-0.0116959064,0.0157068063,0,0,0.0271581566,0.0302054021,-0.0030472454,0.1581196581,0.0854700855,0.1025641026,0.1837606838,0.1239316239,0.0042735043,0.0213675214,0.0384615385,0,0.0683760684,0,1.8490754623,1.2754222682,1.5410245731,0.8602650546,0.8329862557,0.4650081376,0.6894174423,0.5580097652,0.8273009307,0.6742617996,0.5549389567
non-suicide,0.4974358974,0.3159609121,0.6351791531,0.206185567,0.1025641026,0.0651465798,0.206185567,0.1025641026,0.0651465798,2001,0.1443298969,0.0717948718,0.0456026059,1.4282655246,0.3564607882,1.4282655246,0.3564607882,1.4282655246,0.3564607882,0.0102564103,0.0206185567,0.006514658,0.0205128205,0.0412371134,0.013029316,0.0974358974,0.1958762887,0.0618892508,0.0615384615,0.1237113402,0.0390879479,0.0769230769,0.1546391753,0.0488599349,1.2664890073,0.2362485109,0.5588235294,0.4411764706,0.0769230769,0.1546391753,0.0488599349,1,0,0.7895844292,-0.2362485109,0,0,0,0.1333333333,0.2680412371,0.0846905537,0.0205128205,0.0412371134,0.013029316,0.0205128205,0.0412371134,0.013029316,0.0717948718,0.1443298969,0.0456026059,0.0871794872,0.175257732,0.0553745928,-20,-0.9090909091,-0.0213960345,0.043956044,0.0506329114,0.0172413793,0,0,0,0.0659340659,0.0443037975,0.0229885057,0,0,0,-0.021978022,0.0063291139,-0.0057471264,0,0,0,0.0186383891,0.0222043949,-0.0035660057,0.2052401747,0.0698689956,0.1615720524,0.1484716157,0.0742358079,0.0043668122,0,0.0829694323,0,0.0742358079,0,2.9356652092,2.7630805409,1.2699270467,1.3819464863,0.4323155904,0.4704498677,0.9406231628,1.087915319,2.1751910641,0.4998529844,0
non-suicide,0.1943005181,0.2508361204,1.2909698997,0.24,0.0466321244,0.0602006689,0.24,0.0466321244,0.0602006689,1801,0.7733333333,0.1502590674,0.1939799331,0.3104637132,-1.1696882503,0.3104637132,-1.1696882503,0.3104637132,-1.1696882503,0.0025906736,0.0133333333,0.0033444816,0.0207253886,0.1066666667,0.0267558528,0.1243523316,0.64,0.1605351171,0.0466321244,0.24,0.0602006689,0.0906735751,0.4666666667,0.1170568562,1.3713224793,0.3157755876,0.578313253,0.421686747,0.0440414508,0.2266666667,0.0568561873,0.4858611825,-0.7218323286,0.3543011873,-1.0376079161,0.0051813472,0.0266666667,0.0066889632,0.0569948187,0.2933333333,0.0735785953,0.1528497409,0.7866666667,0.1973244147,0.0025906736,0.0133333333,0.0033444816,0.0880829016,0.4533333333,0.1137123746,0.0518134715,0.2666666667,0.0668896321,-15,-0.3191489362,0.0172152832,0.0410958904,0.0677966102,0.045112782,0.0137931034,0.0065359477,0,0.0273972603,0.0508474576,0.045112782,0.0206896552,0.0130718954,0,0.0136986301,0.0169491525,0,-0.0068965517,-0.0065359477,0,0.0290557223,0.0261865084,0.0028692139,0.1796690307,0.0189125296,0.1678486998,0.1891252955,0.0874704492,0,0,0.1134751773,0.0070921986,0.085106383,0,9.4881398252,2.0534990543,1.0702717927,0.9498812648,0.1126601887,0.0999875016,0.2161577952,0.8873890764,1.9184004323,0.4624421947,0
non-suicide,0.452991453,0.381294964,0.8417266187,0.2641509434,0.1196581197,0.1007194245,0.2547169811,0.1153846154,0.0971223022,26.7425742574,0.141509434,0.0641025641,0.0539568345,1.8660892738,0.6238449436,1.799467022,0.5874905222,1.6870705809,0.5229936408,0.0085470085,0.0188679245,0.0071942446,0.0128205128,0.0283018868,0.0107913669,0.2307692308,0.5094339623,0.1942446043,0.0811965812,0.179245283,0.0683453237,0.1239316239,0.2735849057,0.1043165468,1.8617718028,0.6215286165,0.6506024096,0.3493975904,0.0982905983,0.2169811321,0.0827338129,0.7931747673,-0.2317116941,0.4260322163,-0.8532403106,0,0,0,0.0982905983,0.2169811321,0.0827338129,0.1025641026,0.2264150943,0.0863309353,0,0,0,0.0854700855,0.1886792453,0.071942446,0.0897435897,0.1981132075,0.0755395683,-30,-0.7142857143,-0.0590702297,0.02,0.0425531915,0.023364486,0.0044052863,0,0,0.06,0.0478723404,0.0327102804,0.0088105727,0,0,-0.04,-0.0053191489,-0.0093457944,-0.0044052863,0,0,0.0150538273,0.0248988656,-0.0098450383,0.2206405694,0.0640569395,0.1565836299,0.1921708185,0.0604982206,0.0035587189,0.0106761566,0.0427046263,0,0.0320284698,0.0035587189,3.4425319267,3.644914756,1.4087707339,1.1479355675,0.408997955,0.3332716164,1.0582010582,0.8146639511,2.5867136978,0.3147565266,0.2497918401
non-suicide,0.3482142857,0.517699115,1.4867256637,0.4102564103,0.1428571429,0.2123893805,0.4102564103,0.1428571429,0.2123893805,4801,0.264957265,0.0922619048,0.1371681416,1.5482102548,0.4370995894,1.5482102548,0.4370995894,1.5482102548,0.4370995894,0,0,0,0.0238095238,0.0683760684,0.0353982301,0.125,0.358974359,0.185840708,0.0446428571,0.1282051282,0.0663716814,0.1071428571,0.3076923077,0.1592920354,1.1666203832,0.1541110075,0.5384615385,0.4615384615,0.0208333333,0.0598290598,0.0309734513,0.1946681477,-1.6364589766,0.1668650321,-1.7905699841,0,0,0,0.2023809524,0.5811965812,0.3008849558,0.0148809524,0.0427350427,0.0221238938,0.005952381,0.0170940171,0.0088495575,0.0505952381,0.1452991453,0.0752212389,0.0863095238,0.2478632479,0.1283185841,14,0.9333333333,-0.0681251516,0.0442477876,0.0476190476,0.0260223048,0,0,0,0.0707964602,0.0822510823,0.0260223048,0.0069444444,0,0,-0.0265486726,-0.0346320346,0,-0.0069444444,0,0,0.01964819,0.031002382,-0.0113541919,0.1910994764,0.0183246073,0.0942408377,0.2146596859,0.1361256545,0.0183246073,0.0314136126,0.0890052356,0,0.0366492147,0,10.4136947218,1.4035762353,2.0272146626,0.8901353493,0.1943904471,0.0853554445,0.134589502,0.4389708572,0.6921745818,0.634069016,0.3528374008
suicide,0.5389221557,0.4972375691,0.9226519337,0,0,0,0,0,0,1,0.2555555556,0.1377245509,0.1270718232,0.0004345937,-7.74109909,0.0004345937,-7.74109909,0.0004345937,-7.74109909,0,0,0,0,0,0,0.0838323353,0.1555555556,0.0773480663,0.0958083832,0.1777777778,0.0883977901,0.1497005988,0.2777777778,0.138121547,0.5601759296,-0.5795043845,0.358974359,0.641025641,0.0359281437,0.0666666667,0.0331491713,0.2403038784,-1.4258509963,0.4289793005,-0.8463466118,0.0239520958,0.0444444444,0.0220994475,0.0778443114,0.1444444444,0.0718232044,0.0179640719,0.0333333333,0.0165745856,0.0299401198,0.0555555556,0.0276243094,0.0479041916,0.0888888889,0.044198895,0.0359281437,0.0666666667,0.0331491713,6,0.4615384615,0.019522174,0.0449438202,0.0476190476,0.0451612903,0.0126582278,0.00625,0,0.0561797753,0.0680272109,0.0129032258,0,0,0,-0.0112359551,-0.0204081633,0.0322580645,0.0126582278,0.00625,0,0.0261053977,0.022851702,0.0032536957,0.2065217391,0.0706521739,0.2065217391,0.1413043478,0.0706521739,0,0.0108695652,0.0489130435,0,0.1086956522,0.0054347826,2.9208301307,2.9208301307,0.9997369113,1.4609765475,0.3420152591,0.4998077662,0.9992313605,1.4609765475,2.9208301307,0.4998077662,0.2219755827
suicide,0.3051948052,0.2554347826,0.8369565217,0.5531914894,0.1688311688,0.1413043478,0.5531914894,0.1688311688,0.1413043478,2601,0.2553191489,0.0779220779,0.0652173913,2.165695254,0.7727414434,2.165695254,0.7727414434,2.165695254,0.7727414434,0,0,0,0.0064935065,0.0212765957,0.0054347826,0.2337662338,0.7659574468,0.1956521739,0.0844155844,0.2765957447,0.0706521739,0.0194805195,0.0638297872,0.0163043478,11.9634551495,2.4818565989,0.9230769231,0.0769230769,0.0649350649,0.2127659574,0.0543478261,3.3255813953,1.2016445146,0.2779783394,-1.2802120843,0,0,0,0.0454545455,0.1489361702,0.0380434783,0.0714285714,0.2340425532,0.0597826087,0.0064935065,0.0212765957,0.0054347826,0.025974026,0.085106383,0.0217391304,0.0974025974,0.3191489362,0.0815217391,-8,-1.3333333333,0.0653560415,0.0416666667,0.0394736842,0.0243902439,0.0229885057,0,0,0,0.0394736842,0.012195122,0.0114942529,0,0,0.0416666667,0,0.012195122,0.0114942529,0,0,0.0214198501,0.0105271765,0.0108926736,0.2446808511,0.0212765957,0.170212766,0.2021276596,0.0212765957,0,0.0159574468,0.1063829787,0,0.0212765957,0,11.4713216958,11.4713216958,1.4370509216,1.21020784,0.1249609497,0.1052354644,0.9975062344,0.8418837148,7.9800498753,0.1052354644,0.1499250375
